identifier	decision	object_id	object_label	grounding_status	curator	date	notes	review_depth	category	relation
habitatmech:BACDIVE.3a13ee8a57	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-16	Host-taxon reversal (#114): this was NOT_APPLICABLE on the reasoning that 'a host taxon is not a habitat'. That reasoning is wrong, and the corpus already contradicted it — the same kind of concept was treated as a habitat for Sponge, Nematoda, Reptilia, Mammals, Birds and Fish, which keep their own identity and a term request for an <X>-associated environment. Host-associated > Porifera was NOT_APPLICABLE while its own child Porifera > Sponge was a term request.An organism acting as a host IS a habitat: it is where the microbe lives, and ENVO models exactly this at plant-associated, animal-associated and fungi-associated environment. What is not a habitat is the TAXON TERM — a phylum is a class of organisms, not a place — so the taxon stays an xref (#99) and the concept keeps its own identity as a term-request candidate. NOT_APPLICABLE said the concept is not a habitat, which is a stronger and false claim.	ITEM		
habitatmech:BACDIVE.ab17ecb10f	REVIEW				claude-opus-5	2026-08-14	xref-only review (#43): the xref is OVER-NARROW — the source says mouse or rat and the target is Rattus alone, dropping the mouse. Kept because it can only ever be an xref, but reported upstream; a record identity would have been refused.	ITEM		
habitatmech:BACDIVE.09c3544e85	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-16	Host-taxon reversal (#114): this was NOT_APPLICABLE on the reasoning that 'a host taxon is not a habitat'. That reasoning is wrong, and the corpus already contradicted it — the same kind of concept was treated as a habitat for Sponge, Nematoda, Reptilia, Mammals, Birds and Fish, which keep their own identity and a term request for an <X>-associated environment. Host-associated > Porifera was NOT_APPLICABLE while its own child Porifera > Sponge was a term request.An organism acting as a host IS a habitat: it is where the microbe lives, and ENVO models exactly this at plant-associated, animal-associated and fungi-associated environment. What is not a habitat is the TAXON TERM — a phylum is a class of organisms, not a place — so the taxon stays an xref (#99) and the concept keeps its own identity as a term-request candidate. NOT_APPLICABLE said the concept is not a habitat, which is a stronger and false claim.	ITEM		
habitatmech:BACDIVE.82dc7d11b9	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-16	Host-taxon reversal (#114): this was NOT_APPLICABLE on the reasoning that 'a host taxon is not a habitat'. That reasoning is wrong, and the corpus already contradicted it — the same kind of concept was treated as a habitat for Sponge, Nematoda, Reptilia, Mammals, Birds and Fish, which keep their own identity and a term request for an <X>-associated environment. Host-associated > Porifera was NOT_APPLICABLE while its own child Porifera > Sponge was a term request.An organism acting as a host IS a habitat: it is where the microbe lives, and ENVO models exactly this at plant-associated, animal-associated and fungi-associated environment. What is not a habitat is the TAXON TERM — a phylum is a class of organisms, not a place — so the taxon stays an xref (#99) and the concept keeps its own identity as a term-request candidate. NOT_APPLICABLE said the concept is not a habitat, which is a stronger and false claim.	ITEM		
habitatmech:GOLD.1b11698aaa	REVIEW				claude-opus-5	2026-08-14	xref-only review (#43): kg-microbe maps this to NCBITaxon:8504, which is OVER-NARROW — Lepidosauria excludes turtles and crocodilians, which Reptilia includes. The record carries no xref for it: this is a GOLD path and the mapping-table route did not apply, so the concept stays UNGROUNDED and the only trace of the mapping is upstream. Reported as kg-microbe#790. Path: Host-associated > Reptilia	ITEM		
habitatmech:BACDIVE.9f31ab2d87	REVIEW				claude-opus-5	2026-08-14	xref-only review (#43): a chemical is not a habitat, so NOT_APPLICABLE with the link kept. The target drops the oil half of the source but is broader rather than wrong.	ITEM		
habitatmech:GOLD.ce244e62cd	REVIEW				claude-opus-5	2026-08-14	xref-only review (#43): a quality is a property of a habitat rather than a habitat, the call already recorded for Acidic, Humid and Arid. The xref also drops the saline half of the source.	ITEM		
habitatmech:BACDIVE.18f9382d8d	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-16	Host-taxon reversal (#114): this was NOT_APPLICABLE on the reasoning that 'a host taxon is not a habitat'. That reasoning is wrong, and the corpus already contradicted it — the same kind of concept was treated as a habitat for Sponge, Nematoda, Reptilia, Mammals, Birds and Fish, which keep their own identity and a term request for an <X>-associated environment. Host-associated > Porifera was NOT_APPLICABLE while its own child Porifera > Sponge was a term request.An organism acting as a host IS a habitat: it is where the microbe lives, and ENVO models exactly this at plant-associated, animal-associated and fungi-associated environment. What is not a habitat is the TAXON TERM — a phylum is a class of organisms, not a place — so the taxon stays an xref (#99) and the concept keeps its own identity as a term-request candidate. NOT_APPLICABLE said the concept is not a habitat, which is a stronger and false claim.	ITEM		
habitatmech:BACDIVE.2acf2810c5	REVIEW				claude-opus-5	2026-08-14	xref-only review (#43): a chemical role is not a habitat. The target is far broader than bottled, canned or packed food, but as an xref that costs nothing.	ITEM		
habitatmech:BACDIVE.9a0a53afc1	REVIEW				claude-opus-5	2026-08-14	xref-only review (#43): the BacDive half of the same saline-and-alkaline source; a quality, not a place, and the xref drops the saline half.	ITEM		
habitatmech:BACDIVE.dded810572	REVIEW				claude-opus-5	2026-08-14	xref-only review (#43): the xref is OVER-NARROW — Bacillariophyta is the diatoms alone, and decomposing algae is not restricted to them. Kept as an xref only, and reported upstream.	ITEM		
habitatmech:GOLD.284cf93966	GROUND	PO:0025388	epicuticular wax	EXACT	claude-opus-5	2026-08-14	Stale-sweep review (#12): the class sweep said no term matched, and that was true when it ran — PO was vendored later, under #10. PO:0025388 'epicuticular wax' matches the leaf exactly and the path is Plants > Phyllosphere > Phylloplane/Leaf > Epicuticular wax, so it is the same thing. Path: Host-associated > Plants > Phyllosphere > Phylloplane/Leaf > Epicuticular wax	ITEM		
habitatmech:GOLD.d2a012ea0c	GROUND	PO:0005052	plant callus	EXACT	claude-opus-5	2026-08-14	Stale-sweep review (#12): same as the epicuticular wax case — the sweep predates PO being vendored (#10). PO:0005052 'plant callus' matches exactly. Path: Host-associated > Plants > Plant callus	ITEM		
habitatmech:GOLD.6e10201167	CONFIRM_UNGROUNDED	NCBITaxon:6340	Annelida		claude-opus-5	2026-08-16	Host-taxon reversal (#114): this was NOT_APPLICABLE on the reasoning that 'a host taxon is not a habitat'. That reasoning is wrong, and the corpus already contradicted it — the same kind of concept was treated as a habitat for Sponge, Nematoda, Reptilia, Mammals, Birds and Fish, which keep their own identity and a term request for an <X>-associated environment. Host-associated > Porifera was NOT_APPLICABLE while its own child Porifera > Sponge was a term request.An organism acting as a host IS a habitat: it is where the microbe lives, and ENVO models exactly this at plant-associated, animal-associated and fungi-associated environment. What is not a habitat is the TAXON TERM — a phylum is a class of organisms, not a place — so the taxon stays an xref (#99) and the concept keeps its own identity as a term-request candidate. NOT_APPLICABLE said the concept is not a habitat, which is a stronger and false claim.	ITEM		xref
habitatmech:GOLD.64acf9132c	CONFIRM_UNGROUNDED	NCBITaxon:6040	Porifera		claude-opus-5	2026-08-16	Host-taxon reversal (#114): this was NOT_APPLICABLE on the reasoning that 'a host taxon is not a habitat'. That reasoning is wrong, and the corpus already contradicted it — the same kind of concept was treated as a habitat for Sponge, Nematoda, Reptilia, Mammals, Birds and Fish, which keep their own identity and a term request for an <X>-associated environment. Host-associated > Porifera was NOT_APPLICABLE while its own child Porifera > Sponge was a term request.An organism acting as a host IS a habitat: it is where the microbe lives, and ENVO models exactly this at plant-associated, animal-associated and fungi-associated environment. What is not a habitat is the TAXON TERM — a phylum is a class of organisms, not a place — so the taxon stays an xref (#99) and the concept keeps its own identity as a term-request candidate. NOT_APPLICABLE said the concept is not a habitat, which is a stronger and false claim.	ITEM		xref
habitatmech:GOLD.0cd585a031	CONFIRM_UNGROUNDED	NCBITaxon:8292	Amphibia		claude-opus-5	2026-08-16	Host-taxon reversal (#114): this was NOT_APPLICABLE on the reasoning that 'a host taxon is not a habitat'. That reasoning is wrong, and the corpus already contradicted it — the same kind of concept was treated as a habitat for Sponge, Nematoda, Reptilia, Mammals, Birds and Fish, which keep their own identity and a term request for an <X>-associated environment. Host-associated > Porifera was NOT_APPLICABLE while its own child Porifera > Sponge was a term request.An organism acting as a host IS a habitat: it is where the microbe lives, and ENVO models exactly this at plant-associated, animal-associated and fungi-associated environment. What is not a habitat is the TAXON TERM — a phylum is a class of organisms, not a place — so the taxon stays an xref (#99) and the concept keeps its own identity as a term-request candidate. NOT_APPLICABLE said the concept is not a habitat, which is a stronger and false claim.	ITEM		xref
habitatmech:GOLD.5871068dfe	GROUND_AS_PARENT	BTO:0000316	culture medium	NARROW	claude-opus-5	2026-08-16	Host-taxon reversal (#114): NOT_APPLICABLE on the grounds that Bacteria is a taxon. The taxon term is indeed not a habitat, but the CONCEPT is 'Engineered > Lab culture > Culture media > Bacteria' — a bacterial culture medium, which is a habitat and one of the better-defined ones in the corpus. BTO:0000316 'culture medium' becomes the parent, matching the treatment the algae and fungi culture media already have.	ITEM		
habitatmech:GOLD.a89688e0ba	CONFIRM_UNGROUNDED	NCBITaxon:2	Bacteria		claude-opus-5	2026-08-16	Host-taxon reversal (#114): this was NOT_APPLICABLE on the reasoning that 'a host taxon is not a habitat'. That reasoning is wrong, and the corpus already contradicted it — the same kind of concept was treated as a habitat for Sponge, Nematoda, Reptilia, Mammals, Birds and Fish, which keep their own identity and a term request for an <X>-associated environment. Host-associated > Porifera was NOT_APPLICABLE while its own child Porifera > Sponge was a term request.An organism acting as a host IS a habitat: it is where the microbe lives, and ENVO models exactly this at plant-associated, animal-associated and fungi-associated environment. What is not a habitat is the TAXON TERM — a phylum is a class of organisms, not a place — so the taxon stays an xref (#99) and the concept keeps its own identity as a term-request candidate. NOT_APPLICABLE said the concept is not a habitat, which is a stronger and false claim.	ITEM		xref
habitatmech:GOLD.00086e0958	GROUND	ENVO:01001179	cnidarian-associated environment	EXACT	claude-opus-5	2026-08-17	Adversarial review of #120 (#123): #114 correctly reversed this from NOT_APPLICABLE — a cnidarian host is a habitat — but overshot by making it a term-request candidate. The term already exists: ENVO:01001179 'cnidarian-associated environment', 'an environmental system determined by a cnidarian or part of a cnidarian', present in the vendored slice with that exact label. Requesting it would have been requesting a duplicate. Grounded EXACT. Note that GROUND does not carry an xref the way NOT_APPLICABLE and CONFIRM_UNGROUNDED do, so the taxon link (mesh:D003063 / mesh:D037421) is not retained on the record; the upstream mapping remains in data/raw/. Found by the deep research run in #120, which is the point of running it.	ITEM		
habitatmech:GOLD.e3fede2aea	GROUND	ENVO:01001179	cnidarian-associated environment	EXACT	claude-opus-5	2026-08-17	Adversarial review of #120 (#123): #114 correctly reversed this from NOT_APPLICABLE — a cnidarian host is a habitat — but overshot by making it a term-request candidate. The term already exists: ENVO:01001179 'cnidarian-associated environment', 'an environmental system determined by a cnidarian or part of a cnidarian', present in the vendored slice with that exact label. Requesting it would have been requesting a duplicate. Grounded EXACT. Note that GROUND does not carry an xref the way NOT_APPLICABLE and CONFIRM_UNGROUNDED do, so the taxon link (mesh:D003063 / mesh:D037421) is not retained on the record; the upstream mapping remains in data/raw/. Found by the deep research run in #120, which is the point of running it.	ITEM		
